product_name,corp_id,corp_login,expert_partner_name,expert_role,proficiency_level,proficiency_level_start,hire_type,tnps_numerator,tnps_denominator,ir_numerator,ir_denominator,sqs_numerator,sqs_denominator,handled_conversion_numerator,handled_conversion_denominator,aht_numerator,aht_denominator,cst_numerator,cst_denominator,cst_basic_numerator,cst_basic_denominator,cst_deluxe_numerator,cst_deluxe_denominator,cst_premium_numerator,cst_premiun_denominator,tnps_basic_numerator,tnps_basic_denominator,tnps_deluxe_numerator,tnps_deluxe_denominator,tnps_premium_numerator,tnps_premium_denominator,aht_basic_numerator,aht_basic_denominator,aht_deluxe_numerator,aht_deluxe_denominator,aht_premium_numerator,aht_premium_denominator
TTL Full Service Consumer,50002582134,SCHERNOFF,INTUIT,Tax Specialist,PL2,PL2,Re-Hire,9,11,3,3,124.04,141.18,18,41,4090.466665,248,291.597691,146,119.350101,70,95.380319,49,76.867271,27,1,1,4,4,-1,1,202.733335,15,852.966668,53,841.48333,30
TTL Assisted Consumer,50002582159,NKITAGAWA,INTUIT,Tax Expert,PL4,PL4,Re-Hire,4,6,4,5,17.4,22.96,0,0,2137.416667,112,0,0,0,0,0,0,0,0,1,1,2,4,1,1,102.983334,9,607.6,35,645.350001,32
TTL Full Service Consumer,50002582159,NKITAGAWA,INTUIT,Tax Expert,PL4,PL4,Re-Hire,6,8,1,1,111.59,131.67,62,92,5794.466665,301,228.966867,89,44.995772,26,66.557912,30,117.413183,33,0,0,1,1,0,0,284.316666,12,750.733329,44,808.116669,47
TTL Assisted Consumer,50002582173,JGATES5,INTUIT,Tax Expert,PL4,PL3,Re-Hire,12,16,14,15,60.66,70.1,0,0,4224.083333,231,0,0,0,0,0,0,0,0,0,0,4,6,6,8,318.916666,15,983.616666,63,1990.483335,95
TTL Full Service Consumer,50002582173,JGATES5,INTUIT,Tax Expert,PL4,PL3,Re-Hire,3,7,0,1,470.84,534.73,166,253,15203.64999,1282,561.655074,215,64.542368,46,135.503293,60,361.609413,109,1,1,1,1,0,0,788.550001,61,2284.983328,203,2685.783337,209
TTL Assisted Consumer,50002582177,AMIMS1,INTUIT,Tax Associate,PL4,PL4,Re-Hire,12,12,10,10,47.19,54.41,0,0,4245.649998,177,0,0,0,0,0,0,0,0,1,1,3,3,4,4,625.383331,28,1397.516667,61,990.35,42
TTL Full Service Consumer,50002582177,AMIMS1,INTUIT,Tax Associate,PL4,PL4,Re-Hire,5,6,4,5,155.96,177.3,49,80,6679.933328,393,274.335528,66,32.845134,20,51.546248,15,189.944146,31,0,0,3,3,1,1,271.066666,19,1158.899998,76,911.000002,61
TTL Assisted Consumer,50002582178,AHOVERTER,INTUIT,Tax Associate,PL4,PL3,Re-Hire,16,20,18,20,78.61,93.5,0,0,4307.383338,260,0,0,0,0,0,0,0,0,0,2,4,4,10,12,203.733334,19,561.650003,41,2620.900003,130
TTL Full Service Consumer,50002582178,AHOVERTER,INTUIT,Tax Associate,PL4,PL3,Re-Hire,6,8,2,2,171.34,193.96,80,123,3441.733333,421,275.315393,127,34.348563,25,66.808184,35,174.158646,67,1,1,1,1,1,3,170.099999,22,481.983335,45,528.366666,54
TTL Assisted Consumer,50002582191,JJOA,INTUIT,Tax Associate,PL2,PL2,Re-Hire,3,4,3,4,11.83,12.71,0,0,1151.199999,48,0,0,0,0,0,0,0,0,0,1,2,2,1,1,74.766666,3,451.416665,19,388.066668,14
TTL Full Service Consumer,50002582191,JJOA,INTUIT,Tax Associate,PL2,PL2,Re-Hire,1,1,0,0,27.73,31.91,14,17,1417.116665,84,63.130896,21,22.444518,8,37.255595,11,3.430783,2,0,0,0,0,0,0,2.866667,3,118.166667,16,201.116666,11
TTL Assisted Consumer,50002582195,TCOYHIS,INTUIT,Tax Associate,PL2,PL2,Re-Hire,1,1,1,1,26.4,30.71,0,0,1974.616668,92,0,0,0,0,0,0,0,0,0,0,0,0,1,1,146.816667,9,691.583333,29,646.866667,32
TTL Full Service Consumer,50002582195,TCOYHIS,INTUIT,Tax Associate,PL2,PL2,Re-Hire,7,8,2,3,114.46,126.59,39,54,2010.150002,231,92.926991,37,18.281708,11,34.785352,16,39.859931,10,0,0,3,3,0,0,33.1,5,435.866668,46,146.183333,15
TTL Assisted Consumer,50002582196,AGORDON6,INTUIT,Tax Associate,PL3,PL2,Re-Hire,5,11,7,10,110.69,143.92,0,0,3946.43334,279,0,0,0,0,0,0,0,0,1,1,-1,5,5,5,344.516668,24,1235.083334,98,1747.316672,120
TTL Full Service Consumer,50002582196,AGORDON6,INTUIT,Tax Associate,PL3,PL2,Re-Hire,8,10,1,2,122.12,138.95,87,125,5504.516663,321,275.654289,123,79.698194,48,80.434844,41,115.521251,34,1,1,1,3,1,1,135.216666,18,1150.366667,61,600.999997,39
TTL Assisted Consumer,50002582199,CFRANK1,INTUIT,Tax Associate,PL4,PL3,Re-Hire,3,4,4,4,42.15,49.85,0,0,2890.466669,107,0,0,0,0,0,0,0,0,0,0,1,1,2,3,280.716667,8,735.033336,31,700.366666,38
TTL Full Service Consumer,50002582199,CFRANK1,INTUIT,Tax Associate,PL4,PL3,Re-Hire,9,11,0,1,237.96,267.52,84,121,12654.23333,596,352.040848,107,58.26374,27,47.740407,21,240.880023,58,1,1,0,2,2,2,437.833334,45,1688.916667,85,1646.966666,80
TTL Assisted Consumer,50002582201,MMASSE,INTUIT,Tax Associate,PL2,PL2,Re-Hire,6,8,6,7,57.12,65.98,0,0,6916.066668,257,0,0,0,0,0,0,0,0,0,0,4,4,2,4,190.7,19,3770.416664,115,1362.566669,51
TTL Full Service Consumer,50002582201,MMASSE,INTUIT,Tax Associate,PL2,PL2,Re-Hire,9,9,2,2,116.65,128.64,66,101,7022.36667,338,446.303912,98,146.188448,47,182.150244,38,107.995277,12,0,0,2,2,0,0,281.966667,28,1206.500001,73,1318.849999,43
TTL Assisted Consumer,50002582202,OLUGO,INTUIT,Tax Associate,PL4,PL3,Re-Hire,5,8,6,7,52.11,66.12,0,0,2965.816674,205,0,0,0,0,0,0,0,0,0,0,2,4,0,0,344.716668,22,544.016667,60,1077.750002,71
TTL Full Service Consumer,50002582202,OLUGO,INTUIT,Tax Associate,PL4,PL3,Re-Hire,5,7,0,0,108.19,122.65,65,86,5521.983335,337,238.765453,92,31.093996,24,35.549634,17,170.795341,50,1,1,1,1,0,0,311.35,28,712.366669,47,775.183334,36
TTL Assisted Consumer,50002582203,RABERNATHY,INTUIT,Tax Associate,PL2,PL2,Re-Hire,5,9,8,9,82.67,97.74,0,0,5021.58333,272,0,0,0,0,0,0,0,0,0,0,4,4,0,4,445.9,29,2629.816669,123,1245.166663,68
TTL Full Service Consumer,50002582203,RABERNATHY,INTUIT,Tax Associate,PL2,PL2,Re-Hire,6,7,2,2,148.59,175.08,27,62,4967.783337,312,73.123142,41,32.549159,17,27.289138,16,13.284845,8,0,0,0,0,3,3,322.883334,39,987.800003,41,677.750001,36
TTL Assisted Consumer,50002582205,SJOSHUA,INTUIT,Tax Associate,PL3,PL1,Re-Hire,12,14,13,14,50.38,57.22,0,0,2183.783336,109,0,0,0,0,0,0,0,0,0,0,2,2,8,9,98.533334,6,387.533335,23,1187.8,53
TTL Assisted Consumer,50002582205,SJOSHUA,INTUIT,Tax Associate,PL4,PL1,Re-Hire,12,14,13,14,50.38,57.22,0,0,2183.783336,109,0,0,0,0,0,0,0,0,0,0,2,2,8,9,98.533334,6,387.533335,23,1187.8,53
TTL Full Service Consumer,50002582205,SJOSHUA,INTUIT,Tax Associate,PL3,PL1,Re-Hire,6,8,2,3,42.09,46.05,26,33,2889.866667,109,119.151006,40,18.848032,9,12.42417,5,87.878804,26,0,0,0,0,1,1,140.4,8,271.799998,15,216.15,15
TTL Full Service Consumer,50002582205,SJOSHUA,INTUIT,Tax Associate,PL4,PL1,Re-Hire,6,8,2,3,42.09,46.05,26,33,2889.866667,109,119.151006,40,18.848032,9,12.42417,5,87.878804,26,0,0,0,0,1,1,140.4,8,271.799998,15,216.15,15
TTL Assisted Consumer,50002582207,JBROWN68,INTUIT,Tax Associate,PL4,PL4,Re-Hire,9,18,10,15,63.78,78.57,0,0,3493.033338,198,0,0,0,0,0,0,0,0,1,1,4,4,2,7,280.45,16,917.716672,64,1291.15,67
TTL Full Service Consumer,50002582207,JBROWN68,INTUIT,Tax Associate,PL4,PL4,Re-Hire,9,9,2,2,162.98,185.68,63,104,7726.849993,452,196.550862,85,20.705773,13,39.718201,22,136.126888,50,2,2,0,0,2,2,319.233334,18,624.649999,41,1201.91666,55
TTL Assisted Consumer,50002582211,HHARRIGAN,INTUIT,Tax Associate,PL4,PL4,Re-Hire,9,9,9,9,45.29,64.29,0,0,2341.233326,127,0,0,0,0,0,0,0,0,0,0,4,4,1,1,136.399998,9,828.58333,41,660.533332,44
TTL Full Service Consumer,50002582211,HHARRIGAN,INTUIT,Tax Associate,PL4,PL4,Re-Hire,5,5,1,1,99.27,133.49,27,48,2575.116666,294,208.710919,44,24.479953,6,23.411398,6,160.819568,32,0,0,0,0,0,0,93.566667,8,277.983336,25,429.666669,66
TTL Assisted Consumer,50002582224,MJEANCLAUDE,INTUIT,Tax Associate,PL3,PL3,Re-Hire,5,5,5,5,51.61,72.96,0,0,3073.61667,128,0,0,0,0,0,0,0,0,0,0,1,1,3,3,88.799998,6,788.866667,34,1611.750003,64
TTL Full Service Consumer,50002582224,MJEANCLAUDE,INTUIT,Tax Associate,PL3,PL3,Re-Hire,-1,10,0,2,148.67,190.51,72,130,5857.116661,395,537.375048,106,53.732406,21,101.549783,22,317.861302,59,0,0,0,2,0,0,210.599999,21,710.516668,59,749.166665,54
TTL Assisted Consumer,50002582225,JHARJU,INTUIT,Tax Associate,PL4,PL3,Re-Hire,0,2,1,2,20.68,23.67,0,0,1535.566666,58,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,74.550001,4,479.716666,14,615.316666,26
TTL Full Service Consumer,50002582225,JHARJU,INTUIT,Tax Associate,PL4,PL3,Re-Hire,7,7,0,1,116.12,127.85,42,66,5462.183331,261,237.834658,86,44.406658,21,55.506729,25,137.921271,40,0,0,2,2,0,0,256.933334,11,614.583332,25,707.133333,39
TTL Assisted Consumer,50002582226,NOMOWUMI,INTUIT,Tax Associate,PL3,PL3,Re-Hire,1,1,1,1,1.78,2.05,0,0,317.833334,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,122,2,195.833334,5
TTL Full Service Consumer,50002582226,NOMOWUMI,INTUIT,Tax Associate,PL3,PL3,Re-Hire,0,0,0,0,7.48,8.25,1,7,370.983334,19,75.070335,27,25.640577,14,13.049518,6,36.38024,7,0,0,0,0,0,0,0,0,145.75,4,107.216667,2
TTL Assisted Consumer,50002582231,DWHEELER1,INTUIT,Tax Associate,PL4,PL4,Re-Hire,5,6,5,5,38.14,46.06,0,0,2960.583334,114,0,0,0,0,0,0,0,0,0,0,1,1,3,3,40.933333,3,476.883333,28,1214.516664,37
TTL Full Service Consumer,50002582231,DWHEELER1,INTUIT,Tax Associate,PL4,PL4,Re-Hire,-1,4,1,3,115.24,130.67,53,74,8028.833335,297,260.099072,69,29.939469,12,44.209357,16,185.950246,41,0,0,0,1,0,2,20.249999,5,857.950001,37,1433.733334,49
TTL Assisted Consumer,50002582237,WULLAH,INTUIT,Tax Expert,PL4,PL2,Re-Hire,1,2,2,2,25.35,31.98,0,0,1698.866671,103,0,0,0,0,0,0,0,0,0,0,0,0,1,2,149.516666,11,654.783334,36,641.650004,35
TTL Full Service Consumer,50002582237,WULLAH,INTUIT,Tax Expert,PL4,PL2,Re-Hire,10,23,2,2,212.71,247.62,82,149,12047.78334,656,227.997312,104,67.244941,34,48.061563,25,110.054873,44,1,3,2,3,2,2,760.449996,46,1694.949998,102,1105.750003,62
TTL Assisted Consumer,50002582241,CVARELA,INTUIT,Tax Associate,PL3,PL2,Re-Hire,8,10,9,10,39.12,46.17,0,0,4507.983333,133,0,0,0,0,0,0,0,0,1,1,2,4,3,3,566.516666,17,755.766666,28,1992.966669,62
TTL Full Service Consumer,50002582241,CVARELA,INTUIT,Tax Associate,PL3,PL2,Re-Hire,0,2,0,0,77.89,88.52,20,37,5298.816668,211,159.135825,35,15.08821,7,21.128454,8,122.919161,20,0,0,1,1,-1,1,406.183333,24,498.066666,23,978.133334,34
TTL Assisted Consumer,50002582263,MSIMPSONSNY,INTUIT,Tax Associate,PL3,PL3,Re-Hire,6,11,9,11,35.64,39.64,0,0,2469.083334,71,0,0,0,0,0,0,0,0,3,3,2,2,1,6,363.316667,6,338.533334,13,1540.216666,47
TTL Full Service Consumer,50002582263,MSIMPSONSNY,INTUIT,Tax Associate,PL3,PL3,Re-Hire,3,3,2,2,29.22,33.16,8,12,2003.033334,71,71.148143,10,17.552877,3,25.497867,5,28.097399,2,0,0,0,0,1,1,30.433333,1,209.233334,11,76.016666,10
TTL Assisted Consumer,50002582320,KOKWU,INTUIT,Tax Expert,PL4,PL4,Re-Hire,6,16,12,15,44.18,53.65,0,0,9878.083328,469,0,0,0,0,0,0,0,0,1,1,2,6,2,8,731.999998,34,1797.999999,115,3507.433332,172
TTL Full Service Consumer,50002582320,KOKWU,INTUIT,Tax Expert,PL4,PL4,Re-Hire,-8,22,2,4,221.04,252.93,61,168,14231.28334,775,345.245596,94,62.206607,25,70.122261,23,205.084243,45,0,0,0,0,-6,9,581.633335,54,2196.900001,105,2707.199999,119
TTL Full Service Consumer,50002582321,RROBINSON13,INTUIT,Tax Specialist,PL1,PL1,Re-Hire,0,0,0,0,0,0,0,0,0,0,9.070897,5,9.070897,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002582323,MMCDONALD6,INTUIT,Tax Expert,PL3,PL3,Re-Hire,1,1,1,1,23.96,28.51,0,0,2558.100002,83,0,0,0,0,0,0,0,0,0,0,0,0,1,1,99.666668,7,191.149999,18,886.533334,45
TTL Full Service Consumer,50002582323,MMCDONALD6,INTUIT,Tax Expert,PL3,PL3,Re-Hire,3,3,1,1,63.13,69.67,51,78,3507.583337,163,153.493726,73,50.364209,32,19.780992,13,83.348525,28,0,0,1,1,0,0,112.9,6,431.583335,19,335.816667,13
TTL Assisted Consumer,50002582324,CROJAS4,INTUIT,Tax Associate,PL3,PL2,Re-Hire,2,3,3,3,11.84,14.06,0,0,2665.616668,65,0,0,0,0,0,0,0,0,0,0,0,1,1,1,904.800001,11,763.116666,21,621.783334,19
TTL Full Service Consumer,50002582324,CROJAS4,INTUIT,Tax Associate,PL3,PL2,Re-Hire,0,2,0,0,17.73,20.29,12,19,1862.433334,55,72.540245,28,26.699291,13,32.680438,12,13.160516,3,0,0,0,0,-1,1,66.75,6,471.550001,13,194.35,4
TTL Assisted Consumer,50002582326,IMCMAHON,INTUIT,Tax Specialist,PL4,PL3,Re-Hire,6,6,6,6,45.25,51.23,0,0,1323.283335,91,0,0,0,0,0,0,0,0,0,0,2,2,3,3,102.233335,12,260.916667,17,725.733335,40
TTL Full Service Consumer,50002582326,IMCMAHON,INTUIT,Tax Specialist,PL4,PL3,Re-Hire,10,10,2,2,122.99,135.26,79,118,3627.016663,291,454.825465,214,119.31799,76,131.902047,67,203.605428,71,2,2,2,2,1,1,212.299998,20,493.316668,46,540.133334,39
TTL Assisted Consumer,50002582328,SWADE1,INTUIT,Tax Associate,PL3,PL2,Re-Hire,8,11,11,11,76.34,94.49,0,0,4114.566665,172,0,0,0,0,0,0,0,0,2,2,2,3,3,5,233.249999,16,1053.899998,72,2175.266668,67
TTL Full Service Consumer,50002582328,SWADE1,INTUIT,Tax Associate,PL3,PL2,Re-Hire,3,5,1,1,119,131.78,69,96,7933.133335,257,210.423885,94,53.885674,36,56.217454,31,91.209671,25,1,1,0,0,0,0,646.900002,23,1852.000001,66,485.749999,15
TTL Assisted Consumer,50002582337,SMORANGANTI,INTUIT,Tax Associate,PL4,PL4,Re-Hire,25,29,27,28,67.88,77.62,0,0,6755.899996,349,0,0,0,0,0,0,0,0,1,1,7,7,16,18,301.100001,23,1292.283329,90,2827.2,147
TTL Full Service Consumer,50002582337,SMORANGANTI,INTUIT,Tax Associate,PL4,PL4,Re-Hire,8,13,1,2,292.06,328.46,140,203,15017.38334,799,389.034124,208,27.401623,26,60.63236,45,297.936567,136,-1,1,0,0,2,2,298.966666,22,1038.133335,59,2341.683338,139
TTL Assisted Consumer,50002582343,WHO01,INTUIT,Tax Associate,PL2,PL1,Re-Hire,22,26,25,26,71.58,83.26,0,0,5333.816666,169,0,0,0,0,0,0,0,0,0,2,10,11,8,9,314.816667,12,2043.950001,75,1762.499999,45
TTL Full Service Consumer,50002582343,WHO01,INTUIT,Tax Associate,PL2,PL1,Re-Hire,14,17,3,4,209.85,239.34,50,65,8384.300006,484,121.949318,49,32.012701,17,72.451136,26,17.485481,6,1,1,2,2,0,0,192.2,19,2112.849999,106,701.950001,34
TTL Assisted Consumer,50002582349,ISALCEDO,INTUIT,Tax Specialist,PL1,PL1,Re-Hire,3,3,2,3,45.46,68.84,0,0,3413.366668,119,0,0,0,0,0,0,0,0,0,0,1,1,2,2,254.500002,22,554.700001,28,1821.899998,48
TTL Full Service Consumer,50002582349,ISALCEDO,INTUIT,Tax Specialist,PL1,PL1,Re-Hire,9,9,0,0,120.38,156.11,25,70,4435.316666,353,451.31241,84,180.757477,49,139.542692,23,131.012241,12,0,0,0,0,2,2,310.116667,21,654.533333,58,839.999999,48
TTL Assisted Consumer,50002582350,DBERGLUND,INTUIT,Tax Associate,PL4,PL4,Re-Hire,7,7,7,7,41.58,48.75,0,0,2253.583333,145,0,0,0,0,0,0,0,0,0,0,3,3,2,2,25.833333,7,433.266665,40,451.766666,31
TTL Full Service Consumer,50002582350,DBERGLUND,INTUIT,Tax Associate,PL4,PL4,Re-Hire,16,17,1,1,197.64,213.78,123,158,8330.6,465,272.643867,181,28.041412,19,46.665748,41,195.801356,120,0,0,3,3,5,6,187.283332,15,656.4,36,1400.050001,81
TTL Assisted Consumer,50002582351,JSTARK2,INTUIT,Tax Associate,PL4,PL4,Re-Hire,8,10,7,9,84.79,108.3,0,0,4818.31667,287,0,0,0,0,0,0,0,0,0,0,3,3,2,4,222.466666,21,1459.35,89,1155.266671,78
TTL Full Service Consumer,50002582351,JSTARK2,INTUIT,Tax Associate,PL4,PL4,Re-Hire,7,7,0,0,219.83,257.4,81,121,7450.499995,572,327.299504,237,75.912909,84,71.623904,55,177.382728,95,0,0,1,1,0,0,379.066666,37,819.86667,63,875.799997,51
TTL Assisted Consumer,50002582358,TSCHMIDT3,INTUIT,Tax Specialist,PL4,PL2,Re-Hire,3,3,2,3,26.87,34.84,0,0,793.416665,60,0,0,0,0,0,0,0,0,1,1,1,1,1,1,58.133333,7,272.066666,18,377.383333,25
TTL Full Service Consumer,50002582358,TSCHMIDT3,INTUIT,Tax Specialist,PL4,PL2,Re-Hire,0,9,1,2,260.97,307.52,44,90,8716.983333,602,667.810927,201,172.379633,78,217.227225,63,273.455166,58,0,0,1,2,1,3,416.200002,45,2052.033336,101,1367.400001,83
TTL Assisted Consumer,50002582360,OAMAYA1,INTUIT,Tax Associate,PL2,PL2,Re-Hire,5,6,5,5,60.12,78.67,0,0,3990.733336,189,0,0,0,0,0,0,0,0,0,0,2,3,3,3,217.700001,15,1399.3,83,1450.333336,51
TTL Full Service Consumer,50002582360,OAMAYA1,INTUIT,Tax Associate,PL2,PL2,Re-Hire,4,6,0,0,188.46,219.66,93,138,8868.949998,497,224.424041,126,72.66737,52,92.359003,50,59.397668,24,0,0,0,0,0,0,157.266667,21,1697.949998,93,1165.466667,44
TTL Assisted Consumer,50002582362,HCHEN14,INTUIT,Tax Expert,PL4,PL4,Re-Hire,0,2,1,2,5.35,7.45,0,0,619.683333,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.366667,2,138.300001,8,155.366666,8
TTL Full Service Consumer,50002582362,HCHEN14,INTUIT,Tax Expert,PL4,PL4,Re-Hire,0,2,0,0,62.18,75.88,26,48,5734.383338,198,313.060144,41,61.785188,14,56.715157,10,194.559799,17,0,0,0,0,1,1,699.3,23,172.916665,13,429.449999,17
TTL Assisted Consumer,50002582417,JALLINGTON,INTUIT,Tax Specialist,PL2,PL2,Re-Hire,4,4,4,4,54.75,63.75,0,0,1953.249998,99,0,0,0,0,0,0,0,0,0,0,1,1,3,3,74.150001,7,379.35,28,1405.516664,57
TTL Full Service Consumer,50002582417,JALLINGTON,INTUIT,Tax Specialist,PL2,PL2,Re-Hire,14,15,1,2,144.92,161.19,14,40,5393.850005,318,314.81533,147,100.039054,65,93.727887,45,115.404912,36,1,1,3,3,4,4,297.733336,25,1570.483335,57,704.333335,51
TTL Assisted Consumer,50002582418,KHAYES6,INTUIT,Tax Associate,PL3,PL3,Re-Hire,1,5,3,5,50.94,64.25,0,0,2459.066668,114,0,0,0,0,0,0,0,0,1,1,0,0,0,4,206.283334,9,667.950002,35,1003.916666,46
TTL Full Service Consumer,50002582418,KHAYES6,INTUIT,Tax Associate,PL3,PL3,Re-Hire,1,3,0,2,139.5,164.93,43,63,5507.600004,356,177.877372,52,29.127308,12,48.804544,11,99.94552,29,0,0,1,1,0,0,330.516669,23,655.633334,32,949.133333,64
TTL Full Service Consumer,50002582475,MALSTON3,INTUIT,Tax Associate,PL2,PL2,Re-Hire,0,0,0,0,0,0,0,0,0,0,4.943623,3,2.478447,2,2.465176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002582479,KCLARK11,INTUIT,Tax Associate,PL4,PL3,Re-Hire,9,9,9,9,43.46,52.62,0,0,3474.133333,116,0,0,0,0,0,0,0,0,1,1,2,2,6,6,554.65,14,1127.366666,47,1141.766667,40
TTL Full Service Consumer,50002582479,KCLARK11,INTUIT,Tax Associate,PL4,PL3,Re-Hire,4,4,1,1,104.57,123.43,30,52,5706.716665,277,209.381755,63,30.123355,13,74.02099,23,105.23741,27,1,1,0,0,1,1,154.033333,8,946.400002,43,1060.783332,24
TTL Assisted Consumer,50002582496,PJONES13,INTUIT,Tax Associate,PL2,PL2,Re-Hire,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002582496,PJONES13,INTUIT,Tax Associate,PL2,PL2,Re-Hire,0,0,0,0,0.22,0.24,0,1,6.816667,1,1.324745,1,1.324745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002582497,MCHAVEZ14,INTUIT,Tax Associate,PL2,PL2,Re-Hire,11,11,9,10,40.7,53.3,0,0,2843.949995,169,0,0,0,0,0,0,0,0,2,2,4,4,5,5,161.816667,10,921.366664,64,1007.449999,60
TTL Full Service Consumer,50002582497,MCHAVEZ14,INTUIT,Tax Associate,PL2,PL2,Re-Hire,4,4,2,2,125.81,151.29,56,95,5767.583338,403,297.172753,76,162.27354,46,78.695299,21,56.203914,9,1,1,1,1,0,0,471.96667,38,1290.533335,109,565.833332,40
TTL Assisted Consumer,50002582715,KFERRARA1,INTUIT,Tax Specialist,PL2,PL1,Re-Hire,3,3,3,3,42.14,53.37,0,0,1745.849999,78,0,0,0,0,0,0,0,0,0,0,1,1,2,2,347.349999,16,463.683332,25,861.8,30
TTL Full Service Consumer,50002582715,KFERRARA1,INTUIT,Tax Specialist,PL2,PL1,Re-Hire,7,9,1,2,80.33,92.78,19,37,2940.183333,178,226.010563,82,136.018051,55,66.810572,20,23.18194,7,0,0,1,1,0,0,165.116667,14,419.783335,19,278.65,18
TTL Assisted Consumer,50002582811,JRITLAND,INTUIT,Tax Associate,PL3,PL2,Re-Hire,5,6,6,6,44.97,56.16,0,0,1633.816668,113,0,0,0,0,0,0,0,0,0,0,3,3,2,3,213.066668,14,553.500001,39,727.699999,52
TTL Full Service Consumer,50002582811,JRITLAND,INTUIT,Tax Associate,PL3,PL2,Re-Hire,-1,3,1,3,103.66,127.99,13,31,4836.850004,269,92.484968,18,24.875192,7,31.035177,5,36.574599,6,0,0,0,0,0,0,101.800001,17,516.133334,34,660.316667,48
TTL Assisted Consumer,50002582817,CSMITH76,INTUIT,Tax Specialist,PL1,PL2,Re-Hire,0,0,0,0,12.74,14.96,0,0,584.466669,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.466667,5,172.7,11,79.983333,8
TTL Full Service Consumer,50002582817,CSMITH76,INTUIT,Tax Specialist,PL1,PL2,Re-Hire,3,3,0,0,50.92,56.2,7,26,2340.016667,123,140.824072,53,94.873389,38,36.636241,13,9.314442,2,0,0,1,1,0,0,36.400001,9,862.699997,36,186.416668,10
TTL Assisted Consumer,50002583045,KROSS9,INTUIT,Tax Associate,PL2,PL2,Re-Hire,11,14,12,13,73.35,91.08,0,0,4128.733337,215,0,0,0,0,0,0,0,0,0,0,9,9,1,4,285.433334,17,1862.933337,97,1342.6,69
TTL Full Service Consumer,50002583045,KROSS9,INTUIT,Tax Associate,PL2,PL2,Re-Hire,4,12,7,9,135.01,153.83,44,61,4415.449994,291,56.31893,42,12.918798,11,27.024414,20,16.375718,11,0,0,3,3,0,2,265.133332,22,832.400002,64,401.68333,27
TTL Assisted Consumer,50002583048,TQUATTLEBAU,INTUIT,Tax Specialist,PL2,PL2,Re-Hire,1,1,1,1,17.13,19.57,0,0,899.433332,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29.233334,4,699.649998,19,93.083334,6
TTL Full Service Consumer,50002583048,TQUATTLEBAU,INTUIT,Tax Specialist,PL2,PL2,Re-Hire,5,5,0,0,45.67,49.58,14,37,2599.666668,110,276.350743,110,136.342867,58,91.028775,36,48.979101,16,1,1,1,1,0,0,138.200001,10,767.950001,28,368.85,12
TTL Assisted Consumer,50002583062,ISIJAKOVIC,INTUIT,Tax Associate,PL4,PL4,Re-Hire,16,18,17,18,41.49,50.21,0,0,2534.966665,82,0,0,0,0,0,0,0,0,0,0,5,5,9,9,44.25,5,508.45,19,1241.216665,39
TTL Full Service Consumer,50002583062,ISIJAKOVIC,INTUIT,Tax Associate,PL4,PL4,Re-Hire,5,5,2,2,136.92,157.45,46,62,5879.649998,355,263.560823,68,18.59581,9,42.679852,13,202.285161,46,0,0,2,2,0,0,46.416666,5,544.600001,28,1507.08333,67
TTL Assisted Consumer,50002583074,RSMITH45,INTUIT,Tax Associate,PL2,PL2,Re-Hire,14,14,13,14,55.72,64.76,0,0,6318.199996,171,0,0,0,0,0,0,0,0,1,1,7,7,6,6,521.833332,13,2221.083331,74,2028.116668,50
TTL Full Service Consumer,50002583074,RSMITH45,INTUIT,Tax Associate,PL2,PL2,Re-Hire,5,7,2,2,103.86,114.99,37,63,9787.216667,244,189.864597,52,74.357224,28,73.923087,18,41.584286,6,0,2,3,3,0,0,809.250001,20,2631.383331,59,1183.849998,30
TTL Assisted Consumer,50002583076,CSMITH77,INTUIT,Tax Associate,PL4,PL4,Re-Hire,3,3,2,2,31.6,37.29,0,0,2300.733331,79,0,0,0,0,0,0,0,0,0,0,2,2,1,1,110.683333,5,486.8,24,574.749999,19
TTL Full Service Consumer,50002583076,CSMITH77,INTUIT,Tax Associate,PL4,PL4,Re-Hire,2,4,2,2,90.11,101.69,45,68,6036.333341,203,417.886159,88,54.636128,24,37.866548,10,325.383483,54,1,1,0,0,1,1,78.233334,4,530.8,28,966.916668,37
TTL Full Service Consumer,50002583077,TBROWN47,INTUIT,Tax Associate,PL1,PL1,Re-Hire,0,0,0,0,0,0,0,0,0,0,5.496332,2,5.496332,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
